trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
160,0,160,0,10,349.408462899999,349.408462899999,0.022541899998032022,[-0.39814814814814814],[-0.3113425925925926],[1],[0],[0],[1.3898954999967827],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
161,0,161,0,5,350.81013410000014,350.81013410000014,0.012521500000730157,[-0.2743055555555556],[0.3784722222222222],[1],[0],[0],[1.2285072000013315],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
162,0,162,0,10,352.06593789999897,352.06593789999897,0.022635099994658958,[0.26967592592592593],[0.2152777777777778],[1],[0],[0],[1.388177100001485],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
163,0,163,0,10,353.4810332000052,353.4810332000052,0.021875999998883344,[0.22685185185185186],[0.35185185185185186],[1],[0],[0],[1.3495092999946792],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
164,0,164,0,10,354.8547008000023,354.8547008000023,0.02211160000297241,[0.19560185185185186],[-0.33564814814814814],[1],[0],[0],[1.9717582000012044],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
165,0,165,0,5,356.8385030999998,356.8385030999998,0.012664000001677778,[0.3113425925925926],[-0.059027777777777776],[1],[0],[0],[1.8595801999981632],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
166,0,166,0,5,358.7117805000016,358.7117805000016,0.01302880000002915,[0.19444444444444445],[0.05555555555555555],[1],[0],[0],[1.126842999998189],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
167,0,167,0,5,359.8562571000002,359.8562571000002,0.013211500001489185,[0.4039351851851852],[-0.3194444444444444],[1],[0],[0],[1.1707328999982565],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
168,0,168,0,5,361.0427991000033,361.0427991000033,0.012451700000383426,[0.10532407407407407],[-0.4201388888888889],[1],[0],[0],[1.4537284999969415],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
169,0,169,0,5,362.5134393000044,362.5134393000044,0.013016599994443823,[-0.28125],[0.35532407407407407],[1],[0],[0],[2.2447046999950544],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
170,0,170,0,5,364.77483550000034,364.77483550000034,0.013435900000331458,[-0.21643518518518517],[-0.10300925925925926],[1],[0],[0],[1.461276199996064],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
171,0,171,0,5,366.25243030000274,366.25243030000274,0.013080299999273848,[0.2037037037037037],[-0.1261574074074074],[1],[0],[0],[1.7591413000045577],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
172,0,172,0,5,368.0293493999998,368.0293493999998,0.014085300004808232,[0.0775462962962963],[-0.061342592592592594],[1],[0],[0],[1.4751221000042278],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
173,0,173,0,10,369.5340114999999,369.5340114999999,0.02344430000084685,[0.4131944444444444],[0.3715277777777778],[1],[0],[0],[1.5276408999998239],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
174,0,174,0,10,371.08763400000316,371.08763400000316,0.022684000003209803,[-0.3645833333333333],[-0.26273148148148145],[1],[0],[0],[1.499758699996164],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
175,0,175,0,5,372.60021340000094,372.60021340000094,0.012677400001848582,[-0.38425925925925924],[-0.4664351851851852],[1],[0],[0],[1.739281199996185],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
176,0,176,0,10,374.37635330000194,374.37635330000194,0.0282017999998061,[-0.41087962962962965],[-0.3125],[1],[0],[0],[1.6271761000025435],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
177,0,177,0,10,376.0271897999992,376.0271897999992,0.022054000000935048,[0.22916666666666666],[-0.4363425925925926],[1],[0],[0],[1.321171100003994],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
178,0,178,0,10,377.37302920000366,377.37302920000366,0.023032099998090416,[0.47800925925925924],[-0.4861111111111111],[1],[0],[0],[1.3751055999964592],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
179,0,179,0,5,378.7604333999989,378.7604333999989,0.013528900002711453,[-0.44212962962962965],[0.2349537037037037],[1],[0],[0],[1.1705667999995057],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
180,0,180,0,5,379.9466887000017,379.9466887000017,0.013934000002336688,[-0.2025462962962963],[0.017361111111111112],[1],[0],[0],[1.417947699999786],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
181,0,181,0,5,381.3827216999998,381.3827216999998,0.013165400006982964,[0.1087962962962963],[0.21412037037037038],[1],[0],[0],[1.601361500004714],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
182,0,182,0,5,382.9989876000036,382.9989876000036,0.01332640000327956,[0.02546296296296296],[0.3460648148148148],[1],[0],[0],[1.1826062000036472],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
183,0,183,0,5,384.1992976000038,384.1992976000038,0.012541500000224914,[-0.4965277777777778],[-0.020833333333333332],[1],[0],[0],[1.3459218999996665],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
184,0,184,0,10,385.5726732000039,385.5726732000039,0.022344999997585546,[-0.23958333333333334],[-0.42592592592592593],[1],[0],[0],[1.31858099999954],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
185,0,185,0,10,386.91875750000327,386.91875750000327,0.02344009999796981,[-0.4085648148148148],[0.3819444444444444],[1],[0],[0],[2.013783100002911],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
186,0,186,0,10,388.95829270000104,388.95829270000104,0.022234799995203502,[0.26273148148148145],[0.07060185185185185],[1],[0],[0],[1.5420458000007784],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
187,0,187,0,10,390.52605810000387,390.52605810000387,0.022514299998874776,[0.15393518518518517],[-0.3194444444444444],[1],[0],[0],[1.6532545000009122],[],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
188,0,188,0,5,392.19100420000177,392.19100420000177,0.012814000001526438,[0.056712962962962965],[-0.3958333333333333],[1],[0],[0],[1.1223071999993408],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
189,0,189,0,10,393.3426374000046,393.3426374000046,0.022829100002127234,[-0.061342592592592594],[-0.01273148148148148],[1],[0],[0],[1.4029096000012942],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
190,0,190,0,5,394.7579093000022,394.7579093000022,0.012481200006732251,[-0.08101851851851852],[0.16898148148148148],[1],[0],[0],[1.3389218999946024],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
191,0,191,0,10,396.12428640000144,396.12428640000144,0.023594199999934062,[-0.09259259259259259],[0.24074074074074073],[1],[0],[0],[1.0125384999992093],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
192,0,192,0,5,397.1512201000005,397.1512201000005,0.012316400003328454,[-0.40046296296296297],[-0.3541666666666667],[1],[0],[0],[1.580203999998048],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
193,0,193,0,10,398.7605293000015,398.7605293000015,0.023580199995194562,[-0.33796296296296297],[0.37037037037037035],[1],[0],[0],[2.137332600002992],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
194,0,194,0,5,400.9110432000016,400.9110432000016,0.012630800003535114,[0.11574074074074074],[-0.27314814814814814],[1],[0],[0],[1.6643484000014723],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
195,0,195,0,10,402.60362429999805,402.60362429999805,0.0259994000007282,[-0.3784722222222222],[0.04398148148148148],[1],[0],[0],[1.4411028000031365],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
196,0,196,0,5,404.06062699999893,404.06062699999893,0.013224100002844352,[0.05787037037037037],[0.3101851851851852],[1],[0],[0],[1.5034759999980452],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
197,0,197,0,10,405.5938262999989,405.5938262999989,0.022628200000326615,[-0.29282407407407407],[-0.2777777777777778],[1],[0],[0],[1.5682606999980635],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
198,0,198,0,5,407.17538290000084,407.17538290000084,0.013348600004974287,[0.11689814814814815],[0.16087962962962962],[1],[0],[0],[1.518265300001076],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
199,0,199,0,5,408.70862570000463,408.70862570000463,0.012461599995731376,[-0.12962962962962962],[0.4930555555555556],[1],[0],[0],[1.7385289000012563],['target'],003,001,2023-09-27_10h56.34.961,Visual Search,2023.1.3,144.29473064333908,
