trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
36,0,36,0,10,91.12390669994056,91.12390669994056,0.024201299995183945,[0.046296296296296294],[-0.23703703703703705],[1],[0],[0],[2.455881599918939],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
37,0,37,0,10,93.60695649997797,93.60695649997797,0.02387470006942749,[-0.14814814814814814],[-0.47685185185185186],[1],[0],[0],[3.1571301000658423],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
38,0,38,0,10,96.78940459992737,96.78940459992737,0.023374799988232553,[-0.37962962962962965],[-0.021296296296296296],[1],[0],[0],[1.6582557000219822],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
39,0,39,0,5,98.46539209992625,98.46539209992625,0.015453599975444376,[0.44074074074074077],[-0.18703703703703703],[1],[0],[0],[1.7133923000656068],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
40,0,40,0,5,100.27968659996986,100.27968659996986,0.09407869994174689,[-0.11851851851851852],[-0.0962962962962963],[1],[0],[0],[2.350414599990472],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
41,0,41,0,10,102.69682829990052,102.69682829990052,0.04883759992662817,[0.020370370370370372],[-0.12129629629629629],[1],[0],[0],[2.6770196000579745],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
42,0,42,0,10,105.42325919994619,105.42325919994619,0.04367750009987503,[-0.25833333333333336],[-0.13333333333333333],[1],[0],[0],[2.1181166999740526],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
43,0,43,0,5,107.54715689993463,107.54715689993463,0.013231099932454526,[0.10648148148148148],[0.08611111111111111],[1],[0],[0],[1.5980659999186173],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
44,0,44,0,10,109.1755775999045,109.1755775999045,0.023165700025856495,[0.09259259259259259],[-0.4083333333333333],[1],[0],[0],[2.2739787000464275],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
45,0,45,0,5,111.46110559999943,111.46110559999943,0.011283600004389882,[-0.0787037037037037],[-0.42777777777777776],[1],[0],[0],[1.9198250999907032],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
46,0,46,0,10,113.41329699999187,113.41329699999187,0.025976000004447997,[-0.48055555555555557],[-0.18981481481481483],[1],[0],[0],[1.653669200022705],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
47,0,47,0,10,115.09524549997877,115.09524549997877,0.024244499974884093,[-0.18611111111111112],[0.4351851851851852],[1],[0],[0],[2.4408570000668988],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
48,0,48,0,5,117.55095359997358,117.55095359997358,0.01438790000975132,[-0.2324074074074074],[-0.44351851851851853],[1],[0],[0],[3.348937200033106],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
49,0,49,0,5,120.91649479989428,120.91649479989428,0.012382300104945898,[0.21574074074074073],[-0.16111111111111112],[1],[0],[0],[1.9674584999447688],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
50,0,50,0,5,122.89924529998098,122.89924529998098,0.012514500063844025,[-0.3731481481481482],[-0.32685185185185184],[1],[0],[0],[3.234260500059463],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
51,0,51,0,10,126.16518189990893,126.16518189990893,0.022741399938240647,[-0.37222222222222223],[-0.3712962962962963],[1],[0],[0],[2.924016200006008],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
52,0,52,0,5,129.1003544999985,129.1003544999985,0.01116400002501905,[-0.04351851851851852],[-0.3398148148148148],[1],[0],[0],[1.7197190000442788],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
53,0,53,0,5,130.84095359989442,130.84095359989442,0.017102499958127737,[0.07037037037037037],[0.021296296296296296],[1],[0],[0],[1.5274460000218824],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
54,0,54,0,10,132.40387009992264,132.40387009992264,0.023999799974262714,[0.45],[-0.2601851851851852],[1],[0],[0],[2.2728179999394342],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
55,0,55,0,5,134.6837755999295,134.6837755999295,0.011283100000582635,[0.37592592592592594],[-0.4666666666666667],[1],[0],[0],[2.4698567999294028],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
56,0,56,0,5,137.170118699898,137.170118699898,0.01204990001861006,[-0.48333333333333334],[0.4351851851851852],[1],[0],[0],[2.518001899938099],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
57,0,57,0,10,139.72292199998628,139.72292199998628,0.027487199986353517,[0.30833333333333335],[-0.07314814814814814],[1],[0],[0],[2.0522561999969184],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
58,0,58,0,5,141.78536799992435,141.78536799992435,0.011062500067055225,[-0.2537037037037037],[0.3490740740740741],[1],[0],[0],[1.6365361999487504],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
59,0,59,0,10,143.464128099964,143.464128099964,0.033155999961309135,[0.13796296296296295],[0.1175925925925926],[1],[0],[0],[1.5793354999041185],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
60,0,60,0,10,145.0704544999171,145.0704544999171,0.024168999982066453,[-0.07222222222222222],[-0.4444444444444444],[1],[0],[0],[1.8730120999971405],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
61,0,61,0,10,146.96980939991772,146.96980939991772,0.02361120004206896,[0.1712962962962963],[0.2777777777777778],[1],[0],[0],[1.8236033999128267],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
62,0,62,0,10,148.82060439989436,148.82060439989436,0.023432699963450432,[0.3296296296296296],[-0.06111111111111111],[1],[0],[0],[2.4244363999459893],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
63,0,63,0,10,151.27046709996648,151.27046709996648,0.022977699991315603,[0.4842592592592593],[0.4351851851851852],[1],[0],[0],[2.0912793000461534],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
64,0,64,0,5,153.37311399995815,153.37311399995815,0.011837600031867623,[-0.4027777777777778],[0.31666666666666665],[1],[0],[0],[1.8353684999747202],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
65,0,65,0,5,155.22514999995474,155.22514999995474,0.0124795000301674,[0.14166666666666666],[0.32314814814814813],[1],[0],[0],[1.617023600032553],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
66,0,66,0,10,156.87549849995412,156.87549849995412,0.024279800010845065,[-0.24166666666666667],[0.41388888888888886],[1],[0],[0],[2.556151599972509],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
67,0,67,0,5,159.44157419994008,159.44157419994008,0.011934999958612025,[0.4537037037037037],[0.11203703703703703],[1],[0],[0],[1.7024437999352813],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
68,0,68,0,5,161.16263669996988,161.16263669996988,0.012715899967588484,[-0.412962962962963],[-0.37592592592592594],[1],[0],[0],[1.88201649999246],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
69,0,69,0,10,163.07686879998073,163.07686879998073,0.02394250000361353,[-0.4148148148148148],[-0.3472222222222222],[1],[0],[0],[1.389538299990818],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
70,0,70,0,5,164.47527259995695,164.47527259995695,0.011135500040836632,[-0.1398148148148148],[0.21481481481481482],[1],[0],[0],[2.386543700005859],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
71,0,71,0,5,166.87849789997563,166.87849789997563,0.0123668999876827,[-0.28703703703703703],[0.4583333333333333],[1],[0],[0],[2.0171735000330955],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
72,0,72,0,5,168.91760249994695,168.91760249994695,0.015888100024312735,[0.36944444444444446],[-0.3768518518518518],[1],[0],[0],[1.7811660000588745],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
73,0,73,0,10,170.72967199992854,170.72967199992854,0.02545409998856485,[0.2851851851851852],[0.2037037037037037],[1],[0],[0],[1.6874270000262186],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
74,0,74,0,5,172.4285430999007,172.4285430999007,0.011142699979245663,[0.05277777777777778],[-0.06944444444444445],[1],[0],[0],[1.5365488999523222],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
75,0,75,0,10,173.99612879997585,173.99612879997585,0.022264799918048084,[-0.1814814814814815],[0.4398148148148148],[1],[0],[0],[1.790928400005214],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
76,0,76,0,10,175.81272239994723,175.81272239994723,0.022811500006355345,[-0.32685185185185184],[-0.3787037037037037],[1],[0],[0],[1.8416239999933168],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
77,0,77,0,10,177.67880170000717,177.67880170000717,0.023350500036031008,[0.41203703703703703],[-0.47129629629629627],[1],[0],[0],[2.290362700005062],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
78,0,78,0,5,179.97916160000023,179.97916160000023,0.01127639994956553,[-0.43148148148148147],[0.08425925925925926],[1],[0],[0],[1.8032362000085413],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
79,0,79,0,5,181.80255389993545,181.80255389993545,0.013733599917031825,[-0.3398148148148148],[-0.28703703703703703],[1],[0],[0],[2.230511499918066],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
80,0,80,0,10,184.06989089993294,184.06989089993294,0.026707099983468652,[-0.09907407407407408],[0.09444444444444444],[1],[0],[0],[2.386629000073299],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
81,0,81,0,5,186.4668707998935,186.4668707998935,0.01203199999872595,[-0.49537037037037035],[-0.1175925925925926],[1],[0],[0],[1.9841264999704435],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
82,0,82,0,10,188.48320339992642,188.48320339992642,0.023854900035075843,[-0.41759259259259257],[-0.1925925925925926],[1],[0],[0],[1.5224224999547005],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
83,0,83,0,5,190.0167951999465,190.0167951999465,0.011700600036419928,[0.475],[-0.19722222222222222],[1],[0],[0],[2.1028631000081077],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
84,0,84,0,5,192.1347187999636,192.1347187999636,0.01297719997819513,[0.06944444444444445],[0.46944444444444444],[1],[0],[0],[3.217379599926062],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
85,0,85,0,10,195.3839200999355,195.3839200999355,0.023726999992504716,[-0.14537037037037037],[0.23796296296296296],[1],[0],[0],[2.889753600000404],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
86,0,86,0,10,198.30119539995212,198.30119539995212,0.02263310004491359,[0.3194444444444444],[-0.22592592592592592],[1],[0],[0],[4.308976500062272],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
87,0,87,0,5,202.631202199962,202.631202199962,0.017874500015750527,[0.17407407407407408],[-0.01574074074074074],[1],[0],[0],[2.0943185000214726],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
88,0,88,0,5,204.75742349994835,204.75742349994835,0.021742300014011562,[0.15],[-0.42592592592592593],[1],[0],[0],[2.1713407000061125],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
89,0,89,0,10,206.99128640000708,206.99128640000708,0.0494015000294894,[0.032407407407407406],[0.3814814814814815],[1],[0],[0],[3.9281331000383943],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
90,0,90,0,10,210.9688089999836,210.9688089999836,0.044004500028677285,[0.3962962962962963],[0.2712962962962963],[1],[0],[0],[1.9341128999367356],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
91,0,91,0,5,212.9052274998976,212.9052274998976,0.011426600045524538,[-0.38425925925925924],[-0.44537037037037036],[1],[0],[0],[2.652988100075163],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
92,0,92,0,5,215.57484759995714,215.57484759995714,0.012591099948622286,[0.37592592592592594],[-0.21296296296296297],[1],[0],[0],[2.550124599947594],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
93,0,93,0,10,218.15789539995603,218.15789539995603,0.023740499978885055,[-0.000925925925925926],[0.12407407407407407],[1],[0],[0],[3.107269800035283],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
94,0,94,0,10,221.2969080999028,221.2969080999028,0.024973199935629964,[-0.37592592592592594],[-0.013888888888888888],[1],[0],[0],[1.903286200016737],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
95,0,95,0,5,223.21079449995887,223.21079449995887,0.01259519997984171,[-0.4583333333333333],[0.48148148148148145],[1],[0],[0],[4.0681779000442475],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
96,0,96,0,10,227.31048699992243,227.31048699992243,0.023152499925345182,[0.2796296296296296],[-0.22592592592592592],[1],[0],[0],[2.7399281999096274],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
97,0,97,0,10,230.0771415999625,230.0771415999625,0.022998400032520294,[-0.3861111111111111],[0.030555555555555555],[1],[0],[0],[3.141418799990788],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
98,0,98,0,10,233.24359319999348,233.24359319999348,0.023181800032034516,[-0.03796296296296296],[-0.2537037037037037],[1],[0],[0],[2.190605500014499],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
99,0,99,0,5,235.44592209998518,235.44592209998518,0.011450299993157387,[0.39166666666666666],[-0.10555555555555556],[1],[0],[0],[1.919695100048557],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
100,0,100,0,10,237.39633839996532,237.39633839996532,0.023977600038051605,[-0.1398148148148148],[0.29814814814814816],[1],[0],[0],[2.022404699935578],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
101,0,101,0,10,239.44459389999975,239.44459389999975,0.02266290003899485,[-0.44722222222222224],[-0.43333333333333335],[1],[0],[0],[2.5250085999723524],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
102,0,102,0,10,241.9963650999125,241.9963650999125,0.023622200009413064,[-0.2537037037037037],[-0.14351851851851852],[1],[0],[0],[1.807942199986428],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
103,0,103,0,10,243.85676239989698,243.85676239989698,0.04694949998520315,[0.4148148148148148],[0.0824074074074074],[1],[0],[0],[2.6651437000837177],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
104,0,104,0,10,246.54587379994337,246.54587379994337,0.02322259999345988,[-0.14814814814814814],[0.1935185185185185],[1],[0],[0],[4.591511399950832],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
105,0,105,0,5,251.14820709999185,251.14820709999185,0.011168700060807168,[-0.2638888888888889],[0.28703703703703703],[1],[0],[0],[2.2029790999367833],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
106,0,106,0,5,253.3675602999283,253.3675602999283,0.012140000006183982,[-0.07222222222222222],[0.06666666666666667],[1],[0],[0],[5.035379400011152],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
107,0,107,0,5,258.41865839995444,258.41865839995444,0.01246190001256764,[-0.3574074074074074],[-0.15462962962962962],[1],[0],[0],[1.7339871000731364],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
108,0,108,0,5,260.1691244998947,260.1691244998947,0.012234700028784573,[0.225],[0.2074074074074074],[1],[0],[0],[1.4510901999892667],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
109,0,109,0,5,261.6382505999645,261.6382505999645,0.012880399939604104,[-0.37222222222222223],[-0.1648148148148148],[1],[0],[0],[1.8504003999987617],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
110,0,110,0,5,263.50734869996086,263.50734869996086,0.014452800038270652,[0.1527777777777778],[0.36944444444444446],[1],[0],[0],[1.796763600083068],[0],['target'],694694,001,2023-09-28_14h56.00.321,visualsearch,2023.1.3,59.968756277437926,
